Red-Breasted Merganser, 2026-01-02,Ocean Beach, San Diego, CA
Black-Bellied Plover,2026-01-02,Ocean Beach, San Diego, CA
Marbled Godwit,2026-01-02,Ocean Beach, San Diego, CA
American White Pelican,2026-01-02,Ocean Beach, San Diego, CA, american_white_pelican.jpg
Belted Kingfisher,2026-01-02,Ocean Beach, San Diego, CA, belted_kingfisher.jpg
Gadwall,2025-12-29, San Elijo Lagoon, San Diego, CA
Merlin,2025-12-29, San Elijo Lagoon, San Diego, CA, merlin.jpg
American Wigeon,2025-12-29, San Elijo Lagoon, San Diego, CA
Northern Pintail,2025-12-29, San Elijo Lagoon, San Diego, CA
Redhead,2025-12-29, San Elijo Lagoon, San Diego, CA
American Coot,2025-12-29, San Elijo Lagoon, San Diego, CA
Killdeer,2025-12-29, San Elijo Lagoon, San Diego, CA
Willet,2025-12-29, San Elijo Lagoon, San Diego, CA
Western Grebe,2025-12-29, San Elijo Lagoon, San Diego, CA
Black-Crowned Night Heron,2025-12-29, San Elijo Lagoon, San Diego, CA, black_crowned_night_heron.jpg
Long-Billed Curlew, 2025-12-23, La Jolla Cove, San Diego, CA
Black Turnstone, 2025-12-23, La Jolla Cove, San Diego, CA
Island Scrub-Jay, 2025-11-13, Santa Cruz Island, Ventura, CA, island_scrub_jay.jpg
White-Crowned Sparrow, 2025-11-07, UCLA - Sage Hill, Los Angeles, CA, white_crowned_sparrow.jpg
Egyptian Goose, 2025-08-12, Heritage Community Park, Irvine, CA
Red-Whiskered Bulbul, 2025-07-18, Los Angeles Arboretum, Arcadia, CA, red_whiskered_bulbul.jpg
Pin-Tailed Whydah, 2025-07-18, Los Angeles Arboretum, Arcadia, CA, pin_tailed_whydah.jpg
Hooded Oriole, 2025-07-18, Los Angeles Arboretum, Arcadia, CA, hooded_oriole.jpg
Northern Flicker, 2025-07-12, Ed Davis Park, Newhall, CA, northern_flicker.jpg
Ash-Throated Flycatcher, 2025-07-12, Ed Davis Park, Newhall, CA, ash_throated_flycatcher.jpg
Blue-Gray Gnatcatcher, 2025-07-12, Ed Davis Park, Newhall, CA, blue_gray_gnatcatcher.jpg
Black-Headed Grosbeak, 2025-07-12, Ed Davis Park, Newhall, CA, black_headed_grosbeak.jpg
Pied-Billed Grebe, 2025-07-06, Sepulveda Basin, Van Nuys, CA
Double-Crested Cormorant, 2025-07-06, Sepulveda Basin, Van Nuys, CA
Northern Rough-Winged Swallow, 2025-07-06, Sepulveda Basin, Van Nuys, CA, northern_rough_winged_swallow.jpg
Wrentit, 2025-07-06, Sepulveda Basin, Van Nuys, CA,wrentit.jpg
Lawrence's Goldfinch, 2025-07-06, Sepulveda Basin, Van Nuys, CA
Bullock's Oriole, 2025-07-06, Sepulveda Basin, Van Nuys, CA
Brown-Headed Cowbird, 2025-07-06, Sepulveda Basin, Van Nuys, CA, brown_headed_cowbird.jpg
Great-Tailed Grackle, 2025-07-06, Sepulveda Basin, Van Nuys, CA
Northern Yellow Warbler, 2025-07-06, Sepulveda Basin, Van Nuys, CA
Blue Grosbeak, 2025-07-06, Sepulveda Basin, Van Nuys, CA, blue_grosbeak.jpg
Western Wood-Peewee,2025-07-20,Malibu Creek State Park,Calabasas,CA, western_wood_peewee.jpg
Black-Necked Stilt, 2025-06-19, Ballona Wetlands, Los Angeles, CA
Barn Swallow, 2025-06-19, Ballona Wetlands, Los Angeles, CA, barn_swallow.jpg
White-Throated Swift, 2025-05-19, UCLA - North Campus, Los Angeles, CA
Turkey Vulture, 2025-05-19, UCLA - North Campus, Los Angeles, CA, turkey_vulture.jpg
Purple Finch, 2025-05-19, UCLA - North Campus, Los Angeles, CA
European Starling, 2025-04-25, UCLA, Los Angeles, CA
Western Tanager, 2025-02-21, UCLA - Botanical Garden, Los Angeles, CA
California Thrasher, 2025-02-17, Griffith Park, Los Angeles, CA, california_thrasher.jpg
Great-Horned Owl, 2025-01-31, UCLA - Botanical Garden, Los Angeles, CA, great_horned_owl.jpg
Red-Naped Sapsucker, 2025-01-31, UCLA - Botanical Garden, Los Angeles, CA
Hermit Thrush, 2025-01-31, UCLA - Botanical Garden, Los Angeles, CA
Wilson's Warbler, 2025-01-31, UCLA - Botanical Garden, Los Angeles, CA
Little Blue Heron, 2025-01-16, Shell Beach, San Diego, CA
Rock Pigeon, 2024-11-16, UCLA - North Campus, Los Angeles, CA, rock_pigeon.jpg
Cassin's Kingbird, 2024-11-16, UCLA - North Campus, Los Angeles, CA, cassins_kingbird.jpg
Common Raven, 2024-11-16, UCLA - North Campus, Los Angeles, CA
Red-Shouldered Hawk, 2024-11-01, UCLA - North Campus, Los Angeles, CA
Ruby-Crowned Kinglet, 2024-11-01, UCLA - North Campus, Los Angeles, CA
White-Breasted Nuthatch, 2024-11-01, UCLA - North Campus, Los Angeles, CA, white_breasted_nuthatch.jpg
Orange-Crowned Warbler, 2024-11-01, UCLA - North Campus, Los Angeles, CA
Yellow-Rumped Warbler, 2024-11-01, UCLA - North Campus, Los Angeles, CA
Townsend's Warbler, 2024-11-01, UCLA, Los Angeles, CA, townsends_warbler.jpg
Heermann's Gull, 2024-09-19, La Jolla Cove, San Diego, CA, heermanns_gull.jpg
Black Oystercatcher, 2024-09-19, La Jolla Cove, San Diego, CA, black_oystercatcher.jpg
House Sparrow, 2024-09-19, La Jolla Cove, San Diego, CA, house_sparrow.jpg
Western Gull, 2024-09-18, La Jolla Cove, San Diego, CA, western_gull.jpg
Hudsonian Whimbrel, 2024-09-16, La Jolla Cove, San Diego, CA
Downy Woodpecker, 2024-09-13, Rock Creek Park, Washington, DC, downy_woodpecker.jpg
Red-Bellied Woodpecker, 2024-09-13, Rock Creek Park, Washington, DC, red_bellied_woodpecker.jpg
Common Yellowthroat, 2024-09-13, United States Botanic Garden, Washington, DC
Tufted Titmouse, 2024-09-12, Kenilworth Park, Washington, DC
Eastern Wood-Pewee, 2024-09-12, Kenilworth Park, Washington, DC
Blue Jay, 2024-09-12, Kenilworth Park, Washington, DC
Northern Mockingbird, 2024-09-12, Kenilworth Park, Washington, DC, northern_mockingbird.jpg
Great Egret, 2024-09-12, Kenilworth Park, Washington, DC, great_egret.jpg
Red-Winged Blackbird, 2024-09-12, Kenilworth Park, Washington, DC, red_winged_blackbird.jpg
Black Vulture, 2024-09-12, Theodore Roosevelt Island, Washington, DC, black_vulture.jpg
Gray Catbird, 2024-09-10, US Botanic Garden, Washington, DC, gray_catbird.jpg
Northern Cardinal, 2024-09-10, US Botanic Garden, Washington, DC, northern_cardinal.jpg
American Goldfinch, 2024-09-10, US Botanic Garden, Washington, DC
Great Blue Heron, 2024-09-10, Constitution Gardens, Washington, DC, great_blue_heron.jpg
Rufous Hummingbird, 2024-09-08, UCLA - Botanical Garden, Washington, DC
California Scrub-Jay, 2024-08-24, Griffith Park, Los Angeles, CA, california_scrub_jay.jpg
Snowy Egret, 2024-08-07, Heritage Community Park, Irvine, CA, snowy_egret.jpg
Acorn Woodpecker, 2024-08-02, Descanso Gardens, La Canada Flintridge, CA, acorn_woodpecker.jpg
California Quail, 2024-07-15, Topanga State Park, Los Angeles, CA, california_quail.jpg
Osprey, 2024-01-01, Torrey Pines State Reserve, San Diego, CA
Royal Tern, 2023-12-27, La Jolla Cove, San Diego, CA
Brown Pelican, 2023-09-12, La Jolla Cove, San Diego, CA
Mallard, 2023-07-29, ABQ BioPark Zoo, Albuquerque, NM, mallard.jpg
Muscovy Duck, 2023-07-23, Tingley Beach, Albuquerque, NM
Swan Goose, 2023-07-23, Tingley Beach, Albuquerque, NM
Canada Goose, 2023-07-23, Tingley Beach, Albuquerque, NM
Greater Roadrunner, 2023-07-02, Nob Hill, Albuquerque, NM, greater_roadrunner.jpg
Red-Tailed Hawk, 2023-06-22, Mount Soledad, San Diego, CA
Band-Tailed Pigeon, 2023-05-31, UCLA - North Campus, Los Angeles, CA
Anna's Hummingbird, 2023-05-31, UCLA - North Campus, Los Angeles, CA
Cooper's Hawk, 2023-05-31, UCLA - North Campus, Los Angeles, CA, coopers_hawk.jpg
Nuttall's Woodpecker, 2023-05-31, UCLA - North Campus, Los Angeles, CA
Yellow-Chevroned Parakeet, 2023-05-31, UCLA - North Campus, Los Angeles, CA
Western Flycatcher, 2023-05-31, UCLA - North Campus, Los Angeles, CA
Black Phoebe, 2023-05-31, UCLA - North Campus, Los Angeles, CA, black_phoebe.jpg
Oak Titmouse, 2023-05-31, UCLA - North Campus, Los Angeles, CA
Cliff Swallow, 2023-05-31, UCLA - North Campus, Los Angeles, CA
Bushtit, 2023-05-31, UCLA - North Campus, Los Angeles, CA
Bewick's Wren, 2023-05-31, UCLA - North Campus, Los Angeles, CA, bewicks_wren.jpg
Western Bluebird, 2023-05-31, UCLA - North Campus, Los Angeles, CA, western_bluebird.jpg
American Robin, 2023-05-31, UCLA - North Campus, Los Angeles, CA, american_robin.jpg
Cedar Waxwing, 2023-05-31, UCLA - North Campus, Los Angeles, CA
Lesser Goldfinch, 2023-05-31, UCLA - North Campus, Los Angeles, CA, lesser_goldfinch.jpg
Spotted Towhee, 2023-05-31, UCLA - North Campus, Los Angeles, CA, spotted_towhee.jpg
Mourning Dove, 2023-05-15, UCLA - North Campus, Los Angeles, CA, mourning_dove.jpg
Allen's Hummingbird, 2023-05-15, UCLA - North Campus, Los Angeles, CA
American Crow, 2023-05-15, UCLA - North Campus, Los Angeles, CA
House Finch, 2023-05-15, UCLA - North Campus, Los Angeles, CA
Dark-Eyed Junco, 2023-05-15, UCLA - North Campus, Los Angeles, CA, dark_eyed_junco.jpg
Song Sparrow, 2023-05-15, UCLA - North Campus, Los Angeles, CA
California Towhee, 2023-05-15, UCLA - North Campus, Los Angeles, CA
Brandt's Cormorant, 2023-03-27, La Jolla Cove, San Diego, CA, brandts_cormorant.jpg
